"TIMESTAMP","RECORD","Batt_Volt_Avg","Dendro_Avg.1.","Dendro_Avg.2.","Dendro_Avg.3.","Dendro_Avg.4."
2012-02-18 05:40:00,2551,12.39,2313.162,1960.459,2025.324,982.0133
2012-02-18 05:50:00,2552,12.39,2313.162,1960.459,2025.324,981.743
2012-02-18 06:00:00,2553,12.4,2313.162,1960.459,2025.324,981.6754
2012-02-18 06:10:00,2554,12.41,2313.162,1960.459,2025.324,981.27
2012-02-18 06:20:00,2555,12.41,2313.297,1960.459,2025.324,981.3376
2012-02-18 06:30:00,2556,12.43,2313.5,1960.459,2025.324,981.3375
2012-02-18 06:40:00,2557,12.44,2313.972,1960.459,2025.324,981.5402
2012-02-18 06:50:00,2558,12.45,2313.972,1960.459,2025.324,981.743
2012-02-18 07:00:00,2559,12.47,2314.175,1960.459,2025.324,982.0809
2012-02-18 07:10:00,2560,12.51,2314.513,1960.459,2025.324,982.0809
2012-02-18 07:20:00,2561,12.54,2314.513,1960.459,2025.324,982.0809
2012-02-18 07:30:00,2562,12.56,2314.513,1961.067,2025.324,982.0809
2012-02-18 07:40:00,2563,12.56,2314.513,1961.81,2025.324,982.0809
2012-02-18 07:50:00,2564,12.57,2314.513,1961.81,2025.324,982.0809
2012-02-18 08:00:00,2565,12.59,2314.513,1961.81,2025.324,982.0809
2012-02-18 08:10:00,2566,12.61,2314.513,1961.81,2025.324,982.1484
2012-02-18 08:20:00,2567,12.63,2314.42,1961.732,2025.243,982.3119
2012-02-18 08:30:00,2568,12.65,2313.991,1961.368,2023.786,982.3322
2012-02-18 08:40:00,2569,12.68,2313.806,1961.212,2023.355,982.5918
2012-02-18 08:50:00,2570,12.72,2314.16,1961.235,2023.309,982.5696
2012-02-18 09:00:00,2571,12.76,2315.09,1961.492,2023.296,982.1578
2012-02-18 09:10:00,2572,12.82,2315.085,1961.826,2023.292,981.9533
2012-02-18 09:20:00,2573,12.9,2315.084,1962.298,2023.021,982.4256
2012-02-18 09:30:00,2574,13.07,2315.076,1962.426,2021.933,982.2871
2012-02-18 09:40:00,2575,13.46,2314.745,1961.605,2021.644,982.4844
2012-02-18 09:50:00,2576,13.59,2314.446,1960.676,2021.382,982.2899
2012-02-18 10:00:00,2577,13.93,2314.344,1960.523,2021.294,982.517
2012-02-18 10:10:00,2578,13.82,2314.314,1960.497,2021.267,982.7742
2012-02-18 10:20:00,2579,13.66,2314.305,1960.49,2021.26,982.7031
2012-02-18 10:30:00,2580,13.92,2314.506,1960.488,2021.258,982.6345
2012-02-18 10:40:00,2581,13.97,2314.303,1960.488,2020.852,982.702
2012-02-18 10:50:00,2582,14,2314.303,1959.948,2019.907,982.6345
2012-02-18 11:00:00,2583,13.9,2314.303,1959.88,2019.907,982.2294
2012-02-18 11:10:00,2584,13.76,2314.303,1960.285,2019.907,981.9593
2012-02-18 11:20:00,2585,13.52,2314.303,1960.353,2019.907,982.1618
2012-02-18 11:30:00,2586,13.91,2314.303,1960.083,2019.907,982.0944
2012-02-18 11:40:00,2587,13.94,2314.303,1960.15,2019.907,981.8242
2012-02-18 11:50:00,2588,13.9,2314.303,1960.218,2019.907,982.1618
2012-02-18 12:00:00,2589,13.98,2314.303,1960.42,2019.704,982.1618
2012-02-18 12:10:00,2590,13.94,2314.303,1960.015,2018.624,981.6891
2012-02-18 12:20:00,2591,13.82,2314.303,1959.677,2018.489,981.8917
2012-02-18 12:30:00,2592,13.75,2314.303,1959.542,2017.476,981.7567
2012-02-18 12:40:00,2593,13.75,2314.303,1959.137,2017.206,981.6891
2012-02-18 12:50:00,2594,13.71,2314.303,1959.205,2017.206,981.7567
2012-02-18 13:00:00,2595,13.74,2314.303,1959.137,2017.206,981.6891
2012-02-18 13:10:00,2596,13.77,2314.303,1959.272,2017.206,981.8242
2012-02-18 13:20:00,2597,13.73,2314.303,1959.677,2017.206,981.8917
2012-02-18 13:30:00,2598,13.74,2314.303,1960.555,2016.328,981.9593
2012-02-18 13:40:00,2599,13.38,2314.303,1961.838,2015.856,982.0944
2012-02-18 13:50:00,2600,13.48,2314.303,1961.635,2015.856,981.6891
2012-02-18 14:00:00,2601,13.71,2314.303,1961.095,2015.856,981.7567
2012-02-18 14:10:00,2602,13.57,2314.371,1960.488,2015.856,981.8242
2012-02-18 14:20:00,2603,13.69,2314.438,1960.488,2015.856,981.4191
2012-02-18 14:30:00,2604,13.23,2315.383,1960.488,2016.193,981.4191
2012-02-18 14:40:00,2605,13.22,2315.046,1960.488,2017.206,981.4191
2012-02-18 14:50:00,2606,13.73,2315.113,1960.488,2017.206,981.4191
2012-02-18 15:00:00,2607,13.71,2315.113,1960.015,2017.206,981.4866
2012-02-18 15:10:00,2608,13.75,2315.451,1959.205,2017.206,981.8917
2012-02-18 15:20:00,2609,13.57,2315.653,1959.542,2017.206,981.6217
2012-02-18 15:30:00,2610,13.64,2315.653,1959.205,2017.206,981.4866
2012-02-18 15:40:00,2611,13.74,2315.653,1959.137,2017.206,981.4866
2012-02-18 15:50:00,2612,13.68,2315.653,1959.137,2017.206,981.6891
2012-02-18 16:00:00,2613,13.7,2315.586,1959.137,2017.206,981.6217
2012-02-18 16:10:00,2614,13.38,2315.653,1959.137,2017.206,981.4866
2012-02-18 16:20:00,2615,13.66,2315.653,1959.137,2017.206,981.5541
2012-02-18 16:30:00,2616,13.59,2315.653,1959.137,2017.206,981.6891
2012-02-18 16:40:00,2617,13.44,2315.653,1959.137,2017.206,981.8242
2012-02-18 16:50:00,2618,13.31,2315.653,1959.137,2017.341,981.7567
2012-02-18 17:00:00,2619,13.37,2315.788,1959.137,2018.489,981.9593
2012-02-18 17:10:00,2620,13.46,2316.194,1959.137,2018.557,982.2969
2012-02-18 17:20:00,2621,13.18,2317.004,1959.137,2018.557,982.702
2012-02-18 17:30:00,2622,13.23,2317.004,1959.137,2018.557,982.7695
2012-02-18 17:40:00,2623,13.15,2317.004,1959.137,2018.557,982.702
2012-02-18 17:50:00,2624,13.06,2317.004,1959.137,2018.557,982.7695
2012-02-18 18:00:00,2625,13.02,2318.287,1958.124,2018.557,982.7695
2012-02-18 18:10:00,2626,13,2318.435,1957.855,2018.965,982.8038
2012-02-18 18:20:00,2627,12.97,2318.656,1958.042,2020.035,982.8976
2012-02-18 18:30:00,2628,12.96,2318.824,1958.183,2020.316,982.9684
2012-02-18 18:40:00,2629,12.94,2318.951,1958.291,2020.427,983.0223
2012-02-18 18:50:00,2630,12.93,2319.045,1958.37,2021.454,983.0621
2012-02-18 19:00:00,2631,12.91,2320.123,1958.424,2021.916,983.0895
2012-02-18 19:10:00,2632,12.9,2320.479,1958.441,2021.933,983.0977
2012-02-18 19:20:00,2633,12.89,2320.485,1958.445,2021.937,983.0999
2012-02-18 19:30:00,2634,12.88,2320.487,1958.447,2021.939,983.1006
2012-02-18 19:40:00,2635,12.88,2320.487,1958.447,2022.006,983.1007
2012-02-18 19:50:00,2636,12.87,2321.095,1958.447,2022.817,983.1007
2012-02-18 20:00:00,2637,12.86,2321.837,1958.447,2023.29,983.1007
2012-02-18 20:10:00,2638,12.85,2321.837,1958.447,2023.29,983.1007
2012-02-18 20:20:00,2639,12.85,2321.837,1958.447,2023.29,983.1007
2012-02-18 20:30:00,2640,12.84,2321.837,1958.447,2023.29,983.1007
2012-02-18 20:40:00,2641,12.83,2321.837,1958.447,2023.29,983.1682
2012-02-18 20:50:00,2642,12.83,2321.837,1958.447,2023.56,983.506
2012-02-18 21:00:00,2643,12.82,2322.648,1958.447,2024.641,983.9787
2012-02-18 21:10:00,2644,12.82,2323.188,1958.447,2024.641,984.384
2012-02-18 21:20:00,2645,12.81,2323.188,1958.447,2024.641,984.4515
2012-02-18 21:30:00,2646,12.81,2323.188,1958.447,2024.641,984.4515
2012-02-18 21:40:00,2647,12.8,2323.188,1958.447,2024.641,984.4515
2012-02-18 21:50:00,2648,12.79,2323.188,1958.447,2024.641,984.4515
2012-02-18 22:00:00,2649,12.79,2323.458,1958.447,2024.641,984.4515
2012-02-18 22:10:00,2650,12.78,2324.54,1958.447,2024.641,984.4515
2012-02-18 22:20:00,2651,12.78,2324.54,1958.447,2024.641,984.4515
2012-02-18 22:30:00,2652,12.77,2324.54,1958.447,2024.641,984.4515
2012-02-18 22:40:00,2653,12.77,2324.54,1958.447,2024.641,984.4515
2012-02-18 22:50:00,2654,12.76,2324.603,1958.5,2024.696,984.4784
2012-02-18 23:00:00,2655,12.76,2324.803,1958.669,2024.87,984.5631
2012-02-18 23:10:00,2656,12.75,2325.071,1958.895,2025.104,984.6766
2012-02-18 23:20:00,2657,12.75,2325.168,1958.977,2025.188,984.7177
2012-02-18 23:30:00,2658,12.74,2325.232,1959.03,2025.244,984.7446
2012-02-18 23:40:00,2659,12.74,2325.295,1959.083,2025.299,984.7713
2012-02-18 23:50:00,2660,12.73,2325.316,1959.101,2025.655,984.7801
2012-02-19 00:00:00,2661,12.73,2326.538,1959.106,2026.268,984.7826
2012-02-19 00:10:00,2662,12.72,2326.675,1959.107,2026.675,984.7834
2012-02-19 00:20:00,2663,12.72,2326.675,1959.108,2026.675,984.7835
2012-02-19 00:30:00,2664,12.71,2326.675,1959.108,2026.607,984.7835
2012-02-19 00:40:00,2665,12.71,2326.675,1959.108,2026.472,984.7835
2012-02-19 00:50:00,2666,12.7,2326.675,1959.108,2026.337,984.7835
2012-02-19 01:00:00,2667,12.69,2326.675,1959.108,2026.337,984.7835
2012-02-19 01:10:00,2668,12.69,2326.675,1959.108,2026.675,984.7835
2012-02-19 01:20:00,2669,12.69,2327.216,1959.108,2026.675,984.7835
2012-02-19 01:30:00,2670,12.68,2328.026,1959.108,2026.675,984.7835
2012-02-19 01:40:00,2671,12.68,2328.026,1959.108,2026.675,984.7835
2012-02-19 01:50:00,2672,12.67,2328.026,1959.108,2026.675,984.7835
2012-02-19 02:00:00,2673,12.67,2328.026,1959.108,2026.675,984.7835
2012-02-19 02:10:00,2674,12.66,2328.026,1959.108,2026.675,984.7835
2012-02-19 02:20:00,2675,12.66,2328.026,1959.108,2026.675,984.7835
2012-02-19 02:30:00,2676,12.65,2328.026,1959.108,2026.675,984.7835
2012-02-19 02:40:00,2677,12.65,2328.026,1959.108,2026.675,984.7835
2012-02-19 02:50:00,2678,12.64,2328.026,1959.108,2026.675,984.7835
2012-02-19 03:00:00,2679,12.64,2328.026,1959.108,2026.675,984.7835
2012-02-19 03:10:00,2680,12.63,2328.026,1959.108,2026.675,984.7835
2012-02-19 03:20:00,2681,12.63,2328.162,1959.108,2026.675,984.7835
2012-02-19 03:30:00,2682,12.62,2328.702,1959.108,2026.675,984.7835
2012-02-19 03:40:00,2683,12.62,2329.175,1959.108,2026.675,984.7835
2012-02-19 03:50:00,2684,12.61,2329.378,1959.108,2027.553,984.7835
2012-02-19 04:00:00,2685,12.61,2329.378,1959.108,2027.891,984.7835
2012-02-19 04:10:00,2686,12.6,2329.378,1959.108,2028.026,984.7835
2012-02-19 04:20:00,2687,12.6,2329.378,1959.108,2028.026,984.7835
2012-02-19 04:30:00,2688,12.59,2330.256,1959.108,2028.026,984.7835
2012-02-19 04:40:00,2689,12.59,2330.594,1959.108,2028.026,984.7835
2012-02-19 04:50:00,2690,12.58,2330.729,1959.108,2028.026,984.7835
2012-02-19 05:00:00,2691,12.57,2330.729,1959.108,2028.026,984.7835
2012-02-19 05:10:00,2692,12.57,2330.729,1959.108,2028.026,984.7835
2012-02-19 05:20:00,2693,12.56,2330.729,1959.108,2028.026,984.7835
2012-02-19 05:30:00,2694,12.56,2330.729,1959.108,2028.026,984.7835
2012-02-19 05:40:00,2695,12.55,2330.932,1959.108,2028.432,984.7835
2012-02-19 05:50:00,2696,12.55,2332.013,1959.108,2028.905,984.7835
2012-02-19 06:00:00,2697,12.55,2332.081,1959.108,2029.31,984.7835
2012-02-19 06:10:00,2698,12.56,2332.081,1959.108,2029.378,984.7835
2012-02-19 06:20:00,2699,12.56,2332.081,1959.108,2029.378,984.7835
2012-02-19 06:30:00,2700,12.6,2332.081,1959.108,2029.378,984.7835
2012-02-19 06:40:00,2701,12.59,2332.081,1959.175,2029.378,984.7835
2012-02-19 06:50:00,2702,12.58,2332.824,1960.189,2029.378,984.7835
2012-02-19 07:00:00,2703,12.65,2333.162,1960.459,2029.378,984.7835
2012-02-19 07:10:00,2704,12.7,2333.432,1960.459,2030.053,984.7835
2012-02-19 07:20:00,2705,12.76,2333.432,1960.459,2030.661,984.7835
2012-02-19 07:30:00,2706,12.79,2333.424,1960.452,2030.722,984.7802
2012-02-19 07:40:00,2707,12.87,2333.258,1960.448,2030.578,984.7103
2012-02-19 07:50:00,2708,12.9,2333.616,1961.06,2030.302,984.6439
2012-02-19 08:00:00,2709,12.86,2334.135,1961.198,2030.165,984.9155
2012-02-19 08:10:00,2710,12.94,2334.037,1961.183,2030.08,985.8198
2012-02-19 08:20:00,2711,13.01,2334.008,1961.159,2030.055,985.8075
2012-02-19 08:30:00,2712,13.02,2334,1961.152,2029.575,985.804
2012-02-19 08:40:00,2713,12.99,2333.997,1961.15,2028.83,985.803
2012-02-19 08:50:00,2714,13.05,2333.997,1961.149,2028.694,985.8029
2012-02-19 09:00:00,2715,13.11,2333.997,1961.149,2027.681,985.8029
2012-02-19 09:10:00,2716,13.15,2333.997,1961.149,2027.343,985.8029
2012-02-19 09:20:00,2717,13.2,2333.923,1961.087,2027.279,985.7717
2012-02-19 09:30:00,2718,13.39,2333.89,1961.004,2027.192,985.7295
2012-02-19 09:40:00,2719,13.44,2334.529,1960.802,2026.984,985.6282
2012-02-19 09:50:00,2720,13.4,2334.678,1960.588,2026.695,985.5205
2012-02-19 10:00:00,2721,13.44,2334.594,1960.517,2026.149,985.4849
2012-02-19 10:10:00,2722,13.44,2334.569,1960.495,2025.655,985.4743
2012-02-19 10:20:00,2723,13.53,2334.562,1960.49,2025.311,985.4712
2012-02-19 10:30:00,2724,13.77,2334.56,1960.488,2024.364,985.4704
2012-02-19 10:40:00,2725,13.81,2334.492,1960.42,2023.958,985.4704
2012-02-19 10:50:00,2726,13.76,2333.412,1960.015,2023.621,985.4704
2012-02-19 11:00:00,2727,13.78,2333.209,1959.272,2022.608,985.4704
2012-02-19 11:10:00,2728,13.77,2333.209,1959.137,2022.27,985.4704
2012-02-19 11:20:00,2729,13.85,2333.209,1959.137,2021.257,985.4704
2012-02-19 11:30:00,2730,13.78,2333.006,1959.137,2021.257,985.4704
2012-02-19 11:40:00,2731,13.79,2332.804,1959.137,2021.257,985.4704
2012-02-19 11:50:00,2732,13.77,2332.669,1959.137,2021.257,985.4704
2012-02-19 12:00:00,2733,13.79,2331.859,1959.137,2020.987,985.4704
2012-02-19 12:10:00,2734,13.76,2331.859,1958.665,2019.907,985.4704
2012-02-19 12:20:00,2735,13.78,2331.859,1957.787,2019.434,985.4704
2012-02-19 12:30:00,2736,13.78,2331.859,1957.922,2018.624,985.4704
2012-02-19 12:40:00,2737,13.7,2331.656,1959.07,2018.557,985.4704
2012-02-19 12:50:00,2738,13.8,2330.576,1958.259,2018.557,985.4704
2012-02-19 13:00:00,2739,13.72,2330.576,1959.137,2017.814,985.4704
2012-02-19 13:10:00,2740,13.76,2330.467,1959.103,2017.103,985.4529
2012-02-19 13:20:00,2741,13.78,2330.436,1959.076,2015.861,985.4398
2012-02-19 13:30:00,2742,13.8,2330.432,1959.613,2015.79,985.4381
2012-02-19 13:40:00,2743,13.79,2330.051,1961.354,2015.636,985.3629
2012-02-19 13:50:00,2744,13.74,2328.702,1961.397,2015.403,985.249
2012-02-19 14:00:00,2745,13.84,2328.5,1961.284,2015.152,985.1923
2012-02-19 14:10:00,2746,13.74,2328.422,1961.219,2015.219,985.1593
2012-02-19 14:20:00,2747,13.77,2328.386,1961.188,2014.58,985.1439
2012-02-19 14:30:00,2748,13.76,2328.375,1961.179,2013.964,985.1395
2012-02-19 14:40:00,2749,13.76,2328.373,1961.514,2013.826,985.1383
2012-02-19 14:50:00,2750,13.55,2328.372,1962.053,2013.825,985.138
2012-02-19 15:00:00,2751,13.77,2328.372,1961.176,2013.825,985.138
2012-02-19 15:10:00,2752,13.78,2328.169,1961.176,2013.825,985.138
2012-02-19 15:20:00,2753,13.45,2328.05,1961.189,2013.839,985.1447
2012-02-19 15:30:00,2754,13.8,2328.232,1961.229,2013.88,985.097
2012-02-19 15:40:00,2755,13.73,2328.674,1961.431,2014.087,985.1309
2012-02-19 15:50:00,2756,13.77,2328.655,1961.699,2014.362,985.4004
2012-02-19 16:00:00,2757,13.79,2328.906,1961.797,2014.463,985.2471
2012-02-19 16:10:00,2758,13.71,2328.535,1961.826,2014.493,985.2616
2012-02-19 16:20:00,2759,13.79,2328.95,1961.834,2014.501,985.4008
2012-02-19 16:30:00,2760,13.76,2329.088,1961.837,2014.504,985.267
2012-02-19 16:40:00,2761,13.75,2329.021,1961.837,2014.504,985.1996
2012-02-19 16:50:00,2762,13.48,2328.954,1961.837,2014.504,984.9295
2012-02-19 17:00:00,2763,13.23,2329.089,1961.837,2014.774,984.5919
2012-02-19 17:10:00,2764,13.19,2329.156,1961.837,2015.854,984.5244
2012-02-19 17:20:00,2765,13.05,2329.156,1961.837,2015.854,984.7944
2012-02-19 17:30:00,2766,13.01,2329.426,1961.837,2017.07,985.3347
2012-02-19 17:40:00,2767,12.98,2330.506,1961.837,2017.205,985.4697
2012-02-19 17:50:00,2768,12.96,2330.574,1961.837,2018.15,985.4697
2012-02-19 18:00:00,2769,12.95,2331.722,1961.837,2018.555,985.4697
2012-02-19 18:10:00,2770,12.93,2332.6,1961.837,2018.555,985.4697
2012-02-19 18:20:00,2771,12.94,2331.924,1962.714,2018.623,985.4697
2012-02-19 18:30:00,2772,12.91,2331.968,1966.792,2019.934,985.5166
2012-02-19 18:40:00,2773,12.9,2333.624,1967.704,2020.586,985.7025
2012-02-19 18:50:00,2774,12.89,2333.928,1967.846,2021.88,985.774
2012-02-19 19:00:00,2775,12.88,2333.976,1967.887,2021.922,985.7943
2012-02-19 19:10:00,2776,12.87,2334.26,1967.899,2023.15,985.8003
2012-02-19 19:20:00,2777,12.87,2334.94,1967.902,2023.289,985.8019
2012-02-19 19:30:00,2778,12.86,2335.346,1967.903,2024.37,985.8024
