"TIMESTAMP","RECORD","Batt_Volt_Avg","Dendro_Avg.1.","Dendro_Avg.2.","Dendro_Avg.3.","Dendro_Avg.4."
2012-02-05 06:40:00,656,12.68,1810.365,1542.906,2262.282,1918.882
2012-02-05 06:50:00,657,12.72,1811.112,1542.974,2262.282,1918.882
2012-02-05 07:00:00,658,12.74,1811.654,1543.992,2262.282,1918.882
2012-02-05 07:10:00,659,12.77,1811.654,1544.264,2262.282,1919.629
2012-02-05 07:20:00,660,12.8,1811.654,1544.264,2262.35,1920.24
2012-02-05 07:30:00,661,12.83,1811.569,1544.191,2262.175,1920.149
2012-02-05 07:40:00,662,12.9,1811.221,1543.895,2262.148,1919.78
2012-02-05 07:50:00,663,12.91,1810.912,1543.631,2262.711,1919.452
2012-02-05 08:00:00,664,13.02,1810.828,1544.2,2262.352,1919.147
2012-02-05 08:10:00,665,13.01,1811.773,1544.623,2262.178,1919
2012-02-05 08:20:00,666,13.14,1811.8,1544.588,2262.126,1918.956
2012-02-05 08:30:00,667,13.2,1811.788,1544.578,2263.129,1920.164
2012-02-05 08:40:00,668,13.07,1811.785,1544.575,2263.463,1920.296
2012-02-05 08:50:00,669,12.99,1812.258,1544.574,2263.462,1920.295
2012-02-05 09:00:00,670,12.97,1813.14,1544.574,2263.462,1920.295
2012-02-05 09:10:00,671,12.96,1813.14,1543.964,2263.462,1920.295
2012-02-05 09:20:00,672,12.97,1812.979,1543.149,2263.261,1920.124
2012-02-05 09:30:00,673,12.97,1812.136,1542.825,2263.021,1919.399
2012-02-05 09:40:00,674,12.94,1810.306,1542.653,2263.514,1918.236
2012-02-05 09:50:00,675,12.93,1809.429,1542.368,2263.502,1917.881
2012-02-05 10:00:00,676,12.92,1808.522,1542.23,2263.368,1917.71
2012-02-05 10:10:00,677,12.93,1807.322,1542.189,2263.037,1917.659
2012-02-05 10:20:00,678,12.99,1806.495,1542.042,2263.223,1917.645
2012-02-05 10:30:00,679,13.1,1805.543,1540.886,2261.931,1916.963
2012-02-05 10:40:00,680,13.17,1804.593,1540.818,2261.929,1916.284
2012-02-05 10:50:00,681,13.21,1803.779,1540.818,2261.929,1916.283
2012-02-05 11:00:00,682,13.25,1802.153,1540.818,2261.929,1916.283
2012-02-05 11:10:00,683,13.39,1800.717,1540.807,2261.914,1916.271
2012-02-05 11:20:00,684,13.47,1799.488,1540.625,2261.646,1915.367
2012-02-05 11:30:00,685,13.6,1798.012,1540.173,2260.983,1914.127
2012-02-05 11:40:00,686,13.6,1797.302,1539.507,2260.263,1913.804
2012-02-05 11:50:00,687,13.54,1797.051,1538.866,2260.389,1913.681
2012-02-05 12:00:00,688,13.49,1796.138,1538.432,2260.415,1913.646
2012-02-05 12:10:00,689,13.55,1796.466,1538.559,2260.403,1913.636
2012-02-05 12:20:00,690,13.75,1795.786,1539.369,2260.399,1913.633
2012-02-05 12:30:00,691,14.34,1794.702,1539.707,2260.398,1913.564
2012-02-05 12:40:00,692,14.54,1793.686,1539.707,2260.398,1913.496
2012-02-05 12:50:00,693,14.55,1793.076,1539.775,2260.398,1912.277
2012-02-05 13:00:00,694,14.5,1793.009,1539.165,2260.331,1912.277
2012-02-05 13:10:00,695,14.47,1792.941,1539.233,2260.263,1912.21
2012-02-05 13:20:00,696,14.61,1793.009,1538.556,2260.331,1911.261
2012-02-05 13:30:00,697,14.49,1793.076,1538.556,2260.331,1910.923
2012-02-05 13:40:00,698,14.4,1793.076,1539.639,2260.127,1910.923
2012-02-05 13:50:00,699,13.82,1793.28,1539.707,2259.924,1910.923
2012-02-05 14:00:00,700,14.55,1794.431,1539.775,2260.127,1910.99
2012-02-05 14:10:00,701,14.5,1794.567,1539.775,2259.856,1911.058
2012-02-05 14:20:00,702,14.44,1795.312,1539.775,2259.45,1910.923
2012-02-05 14:30:00,703,14.42,1796.192,1539.91,2259.518,1910.99
2012-02-05 14:40:00,704,14.51,1796.937,1540.587,2259.45,1911.058
2012-02-05 14:50:00,705,13.83,1797.14,1540.994,2260.127,1910.923
2012-02-05 15:00:00,706,13.35,1797.14,1541.129,2259.043,1910.99
2012-02-05 15:10:00,707,13.28,1797.411,1541.129,2259.043,1910.923
2012-02-05 15:20:00,708,13.25,1798.495,1541.129,2259.043,1910.923
2012-02-05 15:30:00,709,13.26,1798.495,1541.129,2259.043,1910.923
2012-02-05 15:40:00,710,13.26,1798.495,1541.129,2259.043,1910.923
2012-02-05 15:50:00,711,13.23,1798.495,1541.129,2258.84,1910.923
2012-02-05 16:00:00,712,13.23,1798.495,1541.129,2257.892,1910.923
2012-02-05 16:10:00,713,13.22,1798.495,1541.129,2257.757,1910.923
2012-02-05 16:20:00,714,13.2,1798.495,1541.129,2257.689,1910.923
2012-02-05 16:30:00,715,13.17,1798.495,1541.129,2257.757,1910.923
2012-02-05 16:40:00,716,13.16,1798.501,1541.135,2257.764,1910.929
2012-02-05 16:50:00,717,13.15,1798.808,1541.223,2257.827,1911.04
2012-02-05 17:00:00,718,13.17,1798.776,1541.371,2258.043,1911.222
2012-02-05 17:10:00,719,13.13,1799.154,1541.694,2258.517,1911.623
2012-02-05 17:20:00,720,13.1,1799.526,1542.013,2258.983,1912.018
2012-02-05 17:30:00,721,13.08,1799.658,1542.126,2259.149,1912.159
2012-02-05 17:40:00,722,13.06,1799.697,1542.159,2259.198,1912.2
2012-02-05 17:50:00,723,13.04,1799.708,1542.169,2259.212,1912.212
2012-02-05 18:00:00,724,13.03,1799.711,1542.172,2259.216,1912.215
2012-02-05 18:10:00,725,13.01,1800.187,1542.172,2259.217,1912.216
2012-02-05 18:20:00,726,13,1801,1542.172,2259.217,1912.216
2012-02-05 18:30:00,727,12.99,1801.068,1542.172,2259.217,1912.216
2012-02-05 18:40:00,728,12.98,1801.068,1542.172,2259.217,1912.352
2012-02-05 18:50:00,729,12.97,1801.339,1542.172,2259.217,1913.369
2012-02-05 19:00:00,730,12.96,1802.423,1542.172,2259.217,1913.572
2012-02-05 19:10:00,731,12.96,1802.423,1542.172,2259.217,1913.572
2012-02-05 19:20:00,732,12.95,1802.83,1542.172,2259.217,1914.046
2012-02-05 19:30:00,733,12.95,1803.44,1542.172,2259.217,1914.792
2012-02-05 19:40:00,734,12.94,1803.867,1542.383,2259.328,1915.021
2012-02-05 19:50:00,735,12.94,1804.142,1542.619,2259.673,1915.313
2012-02-05 20:00:00,736,12.93,1804.246,1542.775,2259.803,1915.424
2012-02-05 20:10:00,737,12.93,1804.328,1542.981,2259.906,1915.511
2012-02-05 20:20:00,738,12.93,1804.396,1542.903,2259.99,1915.582
2012-02-05 20:30:00,739,12.92,1804.556,1542.983,2260.107,1915.681
2012-02-05 20:40:00,740,12.92,1804.63,1543.307,2260.283,1915.831
2012-02-05 20:50:00,741,12.91,1804.8,1543.385,2260.498,1916.012
2012-02-05 21:00:00,742,12.91,1805.756,1543.167,2260.675,1916.162
2012-02-05 21:10:00,743,12.91,1806.341,1543.339,2260.728,1916.207
2012-02-05 21:20:00,744,12.9,1806.353,1543.281,2260.743,1916.22
2012-02-05 21:30:00,745,12.9,1806.356,1543.217,2260.747,1916.224
2012-02-05 21:40:00,746,12.89,1806.357,1543.217,2260.749,1916.225
2012-02-05 21:50:00,747,12.89,1806.357,1543.217,2260.749,1916.225
2012-02-05 22:00:00,748,12.89,1806.357,1543.217,2260.749,1916.225
2012-02-05 22:10:00,749,12.89,1806.357,1543.217,2260.749,1916.225
2012-02-05 22:20:00,750,12.88,1806.357,1543.217,2260.749,1916.225
2012-02-05 22:30:00,751,12.88,1806.357,1543.217,2260.749,1916.225
2012-02-05 22:40:00,752,12.87,1806.425,1543.217,2260.749,1916.225
2012-02-05 22:50:00,753,12.87,1807.578,1543.217,2260.749,1917.107
2012-02-05 23:00:00,754,12.87,1807.646,1543.217,2260.749,1917.378
2012-02-05 23:10:00,755,12.87,1807.375,1543.217,2260.749,1917.581
2012-02-05 23:20:00,756,12.86,1807.714,1543.421,2260.749,1917.581
2012-02-05 23:30:00,757,12.86,1807.714,1543.556,2260.749,1917.581
2012-02-05 23:40:00,758,12.85,1807.714,1543.556,2260.749,1917.581
2012-02-05 23:50:00,759,12.85,1807.714,1543.421,2260.749,1917.581
2012-02-06 00:00:00,760,12.85,1807.714,1543.285,2260.749,1917.581
2012-02-06 00:10:00,761,12.84,1807.714,1543.896,2260.749,1917.581
2012-02-06 00:20:00,762,12.84,1807.714,1543.76,2260.681,1917.581
2012-02-06 00:30:00,763,12.84,1807.714,1544.167,2260.749,1917.581
2012-02-06 00:40:00,764,12.83,1807.714,1544.302,2260.749,1917.581
2012-02-06 00:50:00,765,12.83,1807.714,1544.099,2260.749,1917.581
2012-02-06 01:00:00,766,12.82,1807.714,1544.438,2260.749,1917.581
2012-02-06 01:10:00,767,12.82,1807.714,1544.574,2260.749,1917.581
2012-02-06 01:20:00,768,12.82,1808.392,1544.574,2260.749,1917.581
2012-02-06 01:30:00,769,12.82,1809.07,1544.574,2260.749,1917.581
2012-02-06 01:40:00,770,12.81,1809.07,1544.574,2260.749,1917.581
2012-02-06 01:50:00,771,12.81,1809.07,1544.574,2260.749,1917.581
2012-02-06 02:00:00,772,12.81,1809.07,1544.574,2260.749,1917.581
2012-02-06 02:10:00,773,12.8,1809.07,1544.574,2260.749,1917.581
2012-02-06 02:20:00,774,12.8,1808.731,1544.574,2260.749,1917.581
2012-02-06 02:30:00,775,12.8,1808.935,1544.574,2260.749,1917.581
2012-02-06 02:40:00,776,12.79,1808.799,1544.574,2260.749,1917.581
2012-02-06 02:50:00,777,12.79,1808.799,1544.574,2260.749,1917.581
2012-02-06 03:00:00,778,12.79,1809.002,1544.574,2260.749,1917.581
2012-02-06 03:10:00,779,12.79,1809.07,1544.574,2260.749,1917.581
2012-02-06 03:20:00,780,12.78,1808.799,1544.574,2260.749,1917.581
2012-02-06 03:30:00,781,12.78,1809.002,1544.574,2260.749,1917.581
2012-02-06 03:40:00,782,12.78,1809.07,1544.506,2260.749,1917.581
2012-02-06 03:50:00,783,12.77,1809.07,1544.235,2260.681,1917.581
2012-02-06 04:00:00,784,12.77,1809.07,1544.099,2260.613,1917.581
2012-02-06 04:10:00,785,12.77,1808.935,1543.963,2260.477,1917.581
2012-02-06 04:20:00,786,12.76,1809.07,1543.353,2260.749,1917.581
2012-02-06 04:30:00,787,12.76,1809.07,1543.353,2260.749,1917.581
2012-02-06 04:40:00,788,12.76,1809.07,1543.353,2260.749,1917.581
2012-02-06 04:50:00,789,12.76,1809.07,1543.624,2260.749,1917.581
2012-02-06 05:00:00,790,12.75,1809.07,1543.285,2260.749,1917.581
2012-02-06 05:10:00,791,12.75,1809.07,1543.421,2260.749,1917.581
2012-02-06 05:20:00,792,12.75,1809.07,1543.217,2260.749,1917.581
2012-02-06 05:30:00,793,12.74,1809.07,1543.217,2260.681,1917.581
2012-02-06 05:40:00,794,12.74,1809.07,1543.217,2260.749,1917.581
2012-02-06 05:50:00,795,12.75,1809.07,1543.217,2260.477,1917.581
2012-02-06 06:00:00,796,12.75,1809.07,1543.217,2260.681,1917.581
2012-02-06 06:10:00,797,12.75,1809.07,1543.217,2260.749,1917.581
2012-02-06 06:20:00,798,12.73,1809.07,1543.217,2260.749,1917.581
2012-02-06 06:30:00,799,12.74,1809.07,1543.217,2260.749,1917.581
2012-02-06 06:40:00,800,12.75,1809.07,1543.217,2260.749,1917.581
2012-02-06 06:50:00,801,12.76,1809.07,1543.217,2260.749,1917.581
2012-02-06 07:00:00,802,12.76,1809.07,1543.217,2260.749,1917.581
2012-02-06 07:10:00,803,12.78,1809.07,1543.217,2260.681,1917.581
2012-02-06 07:20:00,804,12.8,1809.07,1543.217,2260.749,1917.581
2012-02-06 07:30:00,805,12.84,1809.07,1543.217,2260.342,1917.581
2012-02-06 07:40:00,806,12.87,1809.07,1543.217,2260.545,1917.581
2012-02-06 07:50:00,807,12.88,1809.07,1543.217,2260.477,1917.107
2012-02-06 08:00:00,808,13,1808.528,1543.217,2260.545,1916.564
2012-02-06 08:10:00,809,13.04,1807.917,1543.217,2260.477,1916.225
2012-02-06 08:20:00,810,13.05,1808.663,1543.082,2260.41,1916.225
2012-02-06 08:30:00,811,13.12,1807.714,1542.132,2260.477,1916.225
2012-02-06 08:40:00,812,13.24,1807.714,1542.132,2260.545,1916.225
2012-02-06 08:50:00,813,13.17,1807.714,1542.336,2260.41,1916.225
2012-02-06 09:00:00,814,13.26,1807.51,1541.861,2260.749,1916.225
2012-02-06 09:10:00,815,13.37,1807.714,1541.861,2260.274,1916.225
2012-02-06 09:20:00,816,13.34,1807.51,1541.861,2260.477,1916.225
2012-02-06 09:30:00,817,13.36,1807.714,1541.861,2260.477,1916.225
2012-02-06 09:40:00,818,13.35,1807.443,1541.861,2260.41,1916.225
2012-02-06 09:50:00,819,13.32,1807.714,1541.861,2260.681,1916.225
2012-02-06 10:00:00,820,13.28,1806.832,1541.861,2260.545,1916.089
2012-02-06 10:10:00,821,13.28,1806.493,1541.861,2260.681,1916.022
2012-02-06 10:20:00,822,13.34,1806.357,1541.861,2260.342,1916.157
2012-02-06 10:30:00,823,13.34,1806.357,1541.861,2260.138,1915.886
2012-02-06 10:40:00,824,13.43,1806.357,1541.861,2259.528,1915.343
2012-02-06 10:50:00,825,13.53,1806.357,1541.861,2259.392,1914.869
2012-02-06 11:00:00,826,13.63,1806.357,1541.861,2259.392,1914.869
2012-02-06 11:10:00,827,13.7,1806.357,1541.861,2259.46,1914.869
2012-02-06 11:20:00,828,13.67,1805.34,1541.861,2259.664,1914.869
2012-02-06 11:30:00,829,14.28,1805.001,1541.861,2259.731,1914.937
2012-02-06 11:40:00,830,14.27,1805.001,1541.725,2259.596,1914.869
2012-02-06 11:50:00,831,14.42,1804.391,1540.979,2260.003,1914.801
2012-02-06 12:00:00,832,14.23,1803.645,1540.573,2260.477,1914.733
2012-02-06 12:10:00,833,13.86,1803.373,1540.505,2260.274,1914.462
2012-02-06 12:20:00,834,13.69,1802.288,1540.505,2259.528,1913.512
2012-02-06 12:30:00,835,13.59,1802.288,1540.505,2259.392,1913.512
2012-02-06 12:40:00,836,13.56,1802.288,1540.505,2259.392,1913.512
2012-02-06 12:50:00,837,13.89,1802.288,1540.505,2259.392,1913.512
2012-02-06 13:00:00,838,13.96,1802.288,1540.505,2259.392,1913.512
2012-02-06 13:10:00,839,14.37,1802.288,1540.505,2259.324,1913.512
2012-02-06 13:20:00,840,14.23,1802.288,1540.505,2259.392,1913.512
2012-02-06 13:30:00,841,14.17,1802.288,1540.505,2258.714,1913.512
2012-02-06 13:40:00,842,14.44,1802.288,1540.437,2258.036,1913.512
2012-02-06 13:50:00,843,14.53,1802.288,1540.437,2258.036,1913.512
2012-02-06 14:00:00,844,14.39,1802.288,1540.301,2258.036,1913.512
2012-02-06 14:10:00,845,13.46,1802.288,1540.505,2258.036,1913.512
2012-02-06 14:20:00,846,13.58,1802.282,1540.499,2258.028,1913.506
2012-02-06 14:30:00,847,13.48,1802.218,1540.445,2257.948,1913.438
2012-02-06 14:40:00,848,13.49,1802.264,1540.484,2258.005,1913.486
2012-02-06 14:50:00,849,13.62,1802.281,1540.431,2258.027,1913.437
2012-02-06 15:00:00,850,13.68,1802.286,1539.961,2258.034,1913.443
2012-02-06 15:10:00,851,14.07,1802.288,1539.623,2257.968,1913.309
2012-02-06 15:20:00,852,14.05,1802.288,1540.505,2258.036,1913.377
2012-02-06 15:30:00,853,13.92,1802.288,1540.301,2258.036,1913.105
2012-02-06 15:40:00,854,13.52,1802.288,1540.437,2258.036,1913.377
2012-02-06 15:50:00,855,13.43,1802.288,1539.759,2258.036,1913.445
2012-02-06 16:00:00,856,13.37,1802.288,1540.166,2258.036,1913.241
2012-02-06 16:10:00,857,13.28,1802.288,1540.03,2258.036,1913.038
2012-02-06 16:20:00,858,13.24,1802.288,1539.42,2258.036,1913.105
2012-02-06 16:30:00,859,13.19,1802.288,1539.284,2258.036,1913.038
2012-02-06 16:40:00,860,13.13,1802.288,1539.216,2258.036,1913.241
2012-02-06 16:50:00,861,13.07,1802.288,1539.759,2258.036,1913.512
2012-02-06 17:00:00,862,13.05,1802.288,1539.962,2258.036,1913.512
2012-02-06 17:10:00,863,13.04,1802.966,1539.962,2257.968,1913.377
2012-02-06 17:20:00,864,13.03,1803.645,1540.03,2257.968,1913.512
2012-02-06 17:30:00,865,13.01,1803.645,1539.42,2257.968,1913.512
2012-02-06 17:40:00,866,12.99,1803.645,1539.555,2257.833,1913.512
2012-02-06 17:50:00,867,12.98,1803.645,1539.42,2257.764,1913.512
2012-02-06 18:00:00,868,12.96,1803.645,1540.098,2257.697,1913.512
2012-02-06 18:10:00,869,12.95,1803.645,1540.301,2257.764,1913.512
2012-02-06 18:20:00,870,12.94,1803.645,1539.42,2257.493,1913.512
2012-02-06 18:30:00,871,12.93,1803.645,1539.962,2257.29,1913.512
2012-02-06 18:40:00,872,12.92,1803.645,1540.03,2257.425,1913.512
2012-02-06 18:50:00,873,12.92,1803.645,1539.962,2257.493,1913.512
2012-02-06 19:00:00,874,12.91,1804.594,1539.623,2257.29,1913.512
2012-02-06 19:10:00,875,12.91,1805.001,1539.894,2257.29,1913.512
2012-02-06 19:20:00,876,12.91,1804.901,1539.992,2257.063,1913.55
2012-02-06 19:30:00,877,12.9,1804.677,1539.636,2256.97,1913.529
2012-02-06 19:40:00,878,12.9,1805.029,1540.054,2257.257,1913.542
2012-02-06 19:50:00,879,12.89,1805.164,1539.897,2257.426,1913.685
2012-02-06 20:00:00,880,12.89,1805.11,1540.598,2257.698,1913.628
2012-02-06 20:10:00,881,12.89,1805.085,1540.577,2257.599,1913.602
2012-02-06 20:20:00,882,12.88,1805.057,1540.552,2257.359,1913.571
2012-02-06 20:30:00,883,12.88,1805.121,1540.607,2257.44,1913.639
2012-02-06 20:40:00,884,12.88,1805.06,1540.554,2257.431,1913.574
2012-02-06 20:50:00,885,12.87,1805.074,1540.567,2257.314,1913.59
2012-02-06 21:00:00,886,12.87,1805.068,1540.562,2257.509,1913.583
2012-02-06 21:10:00,887,12.86,1805.115,1540.602,2257.839,1913.633
2012-02-06 21:20:00,888,12.86,1805.056,1540.552,2257.63,1913.639
